date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:29	7091/7091	---M--	200	added ('OK')	image/jpeg	etag:%221bb3-559725df4bb98%22	http://localhost/mynewsite/wp-content/uploads/2017/09/uploadimage-300x200.jpg	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/uploads/2017/09/uploadimage-300x200.jpg	(from http://localhost/mynewsite/)
22:23:29	34265/34265	---MC-	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2016:53:26%20GMT	http://localhost/mynewsite/recent-reviews/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/recent-reviews/index.html	(from http://localhost/mynewsite/)
22:23:31	33542/33542	---MC-	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2016:53:27%20GMT	http://localhost/mynewsite/lets-reviews/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/lets-reviews/index.html	(from http://localhost/mynewsite/)
22:23:31	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2006%20Oct%202017%2016:53:30%20GMT	http://localhost/mynewsite/resetpass/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/resetpass/index.html	(from http://localhost/mynewsite/)
22:23:31	7389/7389	---M--	200	added ('OK')	image/jpeg	etag:%221cdd-55972d7578ee2%22	http://localhost/mynewsite/wp-content/uploads/2017/09/login_banner-300x197.jpg	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/uploads/2017/09/login_banner-300x197.jpg	(from http://localhost/mynewsite/)
22:23:31	2964/2964	---M--	200	added ('OK')	text/css	etag:%22b94-558c13125455b%22	http://localhost/mynewsite/wp-content/plugins/popup-by-supsystic/modules/popup/css/frontend.popup.css?ver=1.9.7	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/popup-by-supsystic/modules/popup/css/frontend.popuped19.css	(from http://localhost/mynewsite/)
22:23:32	26737/26737	---MC-	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2016:53:29%20GMT	http://localhost/mynewsite/login/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/login/index.html	(from http://localhost/mynewsite/)
22:23:34	26415/26415	---MC-	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2016:53:31%20GMT	http://localhost/mynewsite/lostpassword/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/lostpassword/index.html	(from http://localhost/mynewsite/)
22:23:34	55522/55522	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2020:02:02%20GMT	https://cdnjs.cloudflare.com/ajax/libs/animate.css/3.4.0/animate.min.css?ver=1.9.7	C:/Users/vikas/Desktop/vreviews/vreviews/cdnjs.cloudflare.com/ajax/libs/animate.css/3.4.0/animate.mined19.css	(from http://localhost/mynewsite/)
22:23:34	831/831	---M--	200	added ('OK')	application/javascript	etag:%2233f-558be1f82efe3%22	http://localhost/mynewsite/wp-content/themes/areview/js/navigation.js?ver=20120206	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/js/navigation11a8.js	(from http://localhost/mynewsite/)
22:23:34	28714/28714	---MC-	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2016:53:31%20GMT	http://localhost/mynewsite/register/	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/register/index.html	(from http://localhost/mynewsite/)
22:23:34	650/650	---M--	200	added ('OK')	application/javascript	etag:%2228a-558be1f83595c%22	http://localhost/mynewsite/wp-content/themes/areview/js/skip-link-focus-fix.js?ver=20130115	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/js/skip-link-focus-fix08e0.js	(from http://localhost/mynewsite/)
22:23:35	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-541f3652f2480%22	http://localhost/mynewsite/wp-includes/js/wp-embed.min.js?ver=4.8.2	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-includes/js/wp-embed.min4a41.js	(from http://localhost/mynewsite/)
22:23:35	13908/13908	---M--	200	added ('OK')	application/javascript	etag:%223654-558cf0fa4cc58%22	http://localhost/mynewsite/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.9	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/contact-form-7/includes/js/scripts33a6.js	(from http://localhost/mynewsite/)
22:23:37	12428/12428	---M--	200	added ('OK')	application/javascript	etag:%22308c-558c1311f4dec%22	http://localhost/mynewsite/wp-content/plugins/popup-by-supsystic/js/core.js?ver=1.9.7	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/popup-by-supsystic/js/coreed19.js	(from http://localhost/mynewsite/)
22:23:38	26230/26230	---M--	200	added ('OK')	application/javascript	etag:%226676-558c1311f4a04%22	http://localhost/mynewsite/wp-content/plugins/popup-by-supsystic/js/common.js?ver=1.9.7	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/popup-by-supsystic/js/commoned19.js	(from http://localhost/mynewsite/)
22:23:39	22449/22449	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b1-52e53f3807a80%22	http://localhost/mynewsite/wp-includes/fonts/dashicons.eot	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-includes/fonts/dashicons.eot	(from http://localhost/mynewsite/wp-includes/css/dashicons.min.css?ver=4.8.2)
22:23:42	70728/70728	---M--	200	added ('OK')	text/html	etag:%2211448-558f6b4a75028%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.woff2?v=4.6.1	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont914c.html	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:23:44	44057/44057	---M--	200	added ('OK')	application/javascript	etag:%22ac19-558c131281bf5%22	http://localhost/mynewsite/wp-content/plugins/popup-by-supsystic/modules/popup/js/frontend.popup.js?ver=1.9.7	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/popup-by-supsystic/modules/popup/js/frontend.popuped19.js	(from http://localhost/mynewsite/)
22:23:51	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-558f6b4a72147%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.eot?v=4.6.1	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont914c.eot	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:23:52	386421/386421	---M--	200	added ('OK')	image/svg+xml	etag:%225e575-558f6b4a72cff%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.svg?v=4.6.1	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont914c.svg	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:23:54	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-558f6b4a72147%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.eot?	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfontd41d.eot	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:23:54	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-558cf0fa1c2f5%22	http://localhost/mynewsite/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/mynewsite/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.9)
22:23:54	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-558e9b79f38ab%22	http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/loader-2.gif	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/loader-2.gif	(from http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/css/themes-reviews.css?ver=3.6.0)
22:23:54	2994/2994	---M--	200	added ('OK')	image/png	etag:%22bb2-558e9b79f57ec%22	http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/rwp-like.png	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/rwp-like.png	(from http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/css/themes-reviews.css?ver=3.6.0)
22:23:55	2790/2790	---M--	200	added ('OK')	image/png	etag:%22ae6-558e9b79f4464%22	http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/rating-star.png	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/rating-star.png	(from http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/css/themes-reviews.css?ver=3.6.0)
22:23:56	165/165	---M--	200	added ('OK')	image/png	etag:%22a5-558be1f83de2e%22	http://localhost/mynewsite/wp-content/themes/areview/pattern.png	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/pattern.png	(from http://localhost/mynewsite/wp-content/themes/areview/style.css?ver=4.8.2)
22:23:57	15612/15612	---M--	200	added ('OK')	image/png	etag:%223cfc-558e9b79f4c34%22	http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/refresh.png	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/reviewer/public/assets/images/refresh.png	(from http://localhost/mynewsite/wp-content/plugins/reviewer/public/assets/css/themes-reviews.css?ver=3.6.0)
22:23:59	89076/89076	---M--	200	added ('OK')	application/font-woff	etag:%2215bf4-558f6b4a74c40%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.woff?v=4.6.1	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont914c.woff	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:23:59	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-558be1f7e968a%22	http://localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont3e6e.html	(from http://localhost/mynewsite/wp-content/themes/areview/fonts/font-awesome.min.css?ver=4.8.2)
22:24:11	150920/150920	---M--	200	added ('OK')	application/x-font-ttf	etag:%2224d88-558f6b4a7446f%22	http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont.ttf?v=4.6.1	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/fontawesome-webfont914c.ttf	(from http://localhost/mynewsite/wp-content/plugins/menu-icons/includes/library/icon-picker/css/types/font-awesome.min.css?ver=4.6.1)
22:24:16	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-558be1f7e8eba%22	http://localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/mynewsite/wp-content/themes/areview/fonts/font-awesome.min.css?ver=4.8.2)
22:24:19	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-558be1f7e3cb1%22	http://localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/mynewsite/wp-content/themes/areview/fonts/font-awesome.min.css?ver=4.8.2)
22:24:22	14079/14079	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2236ff-558d549b360e7%22	http://localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regular.eot	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regular.eot	(from http://localhost/mynewsite/wp-content/plugins/rich-reviews/css/rich-reviews.css?ver=4.8.2)
22:24:25	14079/14079	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2236ff-558d549b360e7%22	http://localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regular.eot?	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regulard41d.eot	(from http://localhost/mynewsite/wp-content/plugins/rich-reviews/css/rich-reviews.css?ver=4.8.2)
22:24:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-558be1f7e34e1%22	http://localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/mynewsite/wp-content/themes/areview/fonts/font-awesome.min.css?ver=4.8.2)
22:24:26	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-558be1f7e34e1%22	http://localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfont.eot?	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/themes/areview/fonts/fontawesome-webfontd41d.eot	(from http://localhost/mynewsite/wp-content/themes/areview/fonts/font-awesome.min.css?ver=4.8.2)
22:24:27	63157/63157	---M--	200	added ('OK')	image/svg+xml	etag:%22f6b5-558d549b360e7%22	http://localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regular.svg	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-content/plugins/rich-reviews/fonts/glyphicons-halflings-regular.svg	(from http://localhost/mynewsite/wp-content/plugins/rich-reviews/css/rich-reviews.css?ver=4.8.2)
22:24:29	2235/2235	---M--	200	added ('OK')	application/json	date:Fri,%2006%20Oct%202017%2016:54:27%20GMT	http://localhost/mynewsite/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fmynewsite%2Ftest-submit%2F	C:/Users/vikas/Desktop/vreviews/vreviews/localhost/mynewsite/wp-json/oembed/1.0/embedb31f.json	(from http://localhost/mynewsite/test-submit/)
